text,is_retweet,extractedts,sentiment,score
guerra trattativa conflitto attacco aiuti #russia #putin #biden,True,2023-02-26,neg,0.8726253
economia aiuti trattativa politica pace #zelensky,True,2023-03-03,neg,0.3782302
conflitto aiuti guerra politica attacco #ucraina #russia,True,2023-02-27,neg,0.6317787
conflitto aiuti pace attacco politica #putin,True,2023-02-27,neg,0.8430869
pace attacco politica aiuti economia #nato #ucraina #putin,True,2023-02-28,neg,0.4933447
trattativa attacco pace conflitto aiuti #ucraina #ucraina #ukraine,False,2023-02-28,neg,0.5908646
politica conflitto attacco aiuti guerra #zelensky #ucraina #ucraina,True,2023-02-26,neg,0.5428682
aiuti conflitto guerra politica pace #biden #ucraina,True,2023-02-27,neg,0.889377
guerra trattativa economia conflitto pace #ucraina,False,2023-02-26,neg,0.4632102
politica conflitto economia trattativa guerra #ucraina #ucraina,False,2023-03-01,neg,0.338981
attacco conflitto politica trattativa economia #ucraina #ucraina #biden,False,2023-02-26,neg,0.7372524
politica aiuti conflitto trattativa economia #zelensky #ucraina,True,2023-02-25,neg,0.6375225
trattativa pace aiuti economia politica #putin #zelensky #nato,True,2023-02-27,neg,0.7662335
attacco guerra trattativa pace conflitto #kiev #russia #ucraina,True,2023-03-03,neg,0.5463531
guerra trattativa politica conflitto aiuti #russia #ucraina #russia,True,2023-02-27,neg,0.7036539
conflitto politica aiuti guerra attacco #guerra #ucraina,True,2023-03-01,neg,0.5983551
attacco conflitto guerra politica aiuti #putin #ucraina #ucraina,True,2023-02-25,neu,0.5988659
pace attacco aiuti politica economia #ucraina #ucraina #russia,True,2023-02-25,neg,0.7536279
attacco guerra pace conflitto trattativa #guerra #ucraina #russia,True,2023-02-25,neu,0.4440069
guerra attacco trattativa pace politica #biden,False,2023-02-28,neg,0.7598561
attacco aiuti pace economia guerra #putin #russia,False,2023-02-26,neg,0.77193
trattativa guerra economia conflitto pace #zelensky #putin,True,2023-02-25,neg,0.6986999
trattativa attacco economia guerra aiuti #ucraina #biden #putin,False,2023-02-25,neg,0.7167323
guerra trattativa conflitto pace attacco #ukraine #putin,True,2023-02-25,neg,0.8519634
economia guerra attacco pace trattativa #ukraine #zelensky,True,2023-02-26,neg,0.4131401
politica pace economia guerra trattativa #ucraina,True,2023-02-27,neg,0.8299885
aiuti politica attacco pace guerra #ucraina #russia,True,2023-02-25,neg,0.7403723
aiuti economia attacco guerra conflitto #putin,True,2023-02-25,neg,0.6216785
economia attacco politica pace guerra #nato #ucraina,False,2023-02-25,neg,0.5408991
economia conflitto attacco politica guerra #ucraina #russia #ucraina,True,2023-03-04,neu,0.7470719
pace conflitto politica aiuti trattativa #putin #nato,False,2023-02-25,pos,0.8685076
trattativa politica conflitto aiuti attacco #ucraina #ucraina #russia,True,2023-03-03,pos,0.8450131
politica trattativa aiuti economia conflitto #russia #usa #ucraina,False,2023-02-27,neg,0.5227537
conflitto politica pace economia guerra #ucraina,True,2023-03-03,neg,0.5986964
aiuti trattativa politica conflitto economia #putin #ucraina,False,2023-02-25,neu,0.8545599
aiuti conflitto guerra attacco pace #usa #ucraina,False,2023-02-28,neg,0.7129361
politica pace guerra aiuti economia #ucraina #ukraine #zelensky,True,2023-03-02,neu,0.9366317
politica attacco pace guerra trattativa #ucraina #usa,True,2023-02-26,neg,0.6706607
guerra politica attacco economia pace #putin,True,2023-02-27,neu,0.6518116
trattativa conflitto economia politica guerra #ucraina #ucraina,False,2023-03-04,neg,0.5916797
politica aiuti pace trattativa economia #ucraina #ucraina #ucraina,True,2023-02-27,neu,0.7997291
attacco pace conflitto politica economia #russia,True,2023-02-28,neg,0.7670901
trattativa attacco aiuti economia guerra #ucraina,False,2023-03-03,neg,0.9565664
aiuti guerra economia attacco politica #nato #putin #ucraina,True,2023-02-27,neg,0.8558323
economia pace conflitto guerra aiuti #nato #putin,False,2023-02-28,neg,0.6324294
trattativa politica pace aiuti conflitto #usa,True,2023-03-01,neg,0.8539049
economia aiuti guerra trattativa politica #ucraina,True,2023-02-28,neg,0.5417093
aiuti attacco economia politica trattativa #ucraina #putin,True,2023-02-25,neg,0.673707
guerra politica conflitto trattativa pace #biden #zelensky #zelensky,True,2023-03-03,neg,0.8477973
politica attacco trattativa economia guerra #ucraina #russia,True,2023-03-02,pos,0.5292873
attacco conflitto pace trattativa economia #zelensky,True,2023-02-27,pos,0.7585132
aiuti attacco politica guerra trattativa #russia #putin,True,2023-02-28,neg,0.355594
pace attacco economia conflitto guerra #guerra #ucraina #zelensky,True,2023-02-25,neg,0.9677303
politica trattativa guerra conflitto pace #russia #nato,True,2023-02-27,neg,0.9665881
attacco conflitto pace trattativa aiuti #russia #ucraina,False,2023-02-25,neg,0.395907
aiuti politica guerra attacco conflitto #ucraina #ucraina #nato,True,2023-02-25,neg,0.6813453
guerra conflitto economia pace attacco #ucraina #ucraina #zelensky,False,2023-02-27,neg,0.8845379
trattativa conflitto attacco pace guerra #ucraina #zelensky #russia,False,2023-03-03,neg,0.4989566
trattativa politica attacco pace conflitto #putin #ucraina,True,2023-02-25,neu,0.5635657
trattativa pace guerra attacco politica #ucraina #russia #russia,True,2023-02-25,neg,0.6249948
attacco aiuti guerra politica pace #ucraina,True,2023-02-26,neg,0.7904203
aiuti guerra pace trattativa economia #ucraina,False,2023-03-02,neg,0.567271
attacco guerra politica conflitto pace #usa #russia #ucraina,False,2023-02-25,neg,0.5620787
aiuti conflitto pace economia trattativa #ucraina #ucraina #russia,True,2023-02-28,neg,0.5119176
trattativa conflitto economia aiuti politica #ucraina,True,2023-02-28,neu,0.8933583
trattativa pace aiuti politica conflitto #zelensky #putin,True,2023-02-27,neu,0.3795266
aiuti guerra economia pace attacco #ucraina #zelensky #ucraina,True,2023-02-25,neg,0.5373186
aiuti guerra attacco pace politica #ucraina #russia,True,2023-02-27,neg,0.8673994
trattativa guerra politica economia aiuti #russia,True,2023-02-27,neg,0.4545102
aiuti pace guerra attacco conflitto #ucraina #russia,True,2023-02-27,neg,0.3757395
attacco guerra politica pace conflitto #usa #putin #putin,True,2023-02-25,neg,0.9580187
guerra aiuti politica trattativa economia #ucraina #ucraina,True,2023-02-25,neg,0.7149912
economia conflitto trattativa guerra politica #zelensky #ucraina #putin,True,2023-03-03,neg,0.6985369
aiuti pace conflitto politica economia #biden #ucraina #putin,True,2023-02-27,neg,0.7159696
pace economia aiuti trattativa politica #ukraine,True,2023-02-27,neg,0.5273988
economia trattativa aiuti conflitto pace #ucraina #russia #ucraina,False,2023-02-27,pos,0.6404189
trattativa economia conflitto guerra pace #putin,False,2023-02-28,neu,0.5206049
attacco trattativa aiuti conflitto pace #biden #putin,False,2023-02-27,neu,0.3710572
attacco conflitto aiuti guerra economia #putin,False,2023-02-25,neg,0.8084628
pace economia aiuti politica conflitto #nato,True,2023-02-27,neg,0.8516162
attacco economia aiuti guerra politica #ucraina,True,2023-02-28,neg,0.3384732
economia attacco trattativa pace guerra #zelensky #ucraina,False,2023-02-27,neu,0.9158707
guerra economia trattativa aiuti attacco #ucraina #ucraina,True,2023-02-27,neg,0.6544953
guerra trattativa economia attacco pace #putin,True,2023-02-25,pos,0.8573872
conflitto pace guerra politica economia #ucraina #russia,False,2023-02-28,neg,0.9298333
trattativa politica guerra attacco aiuti #ucraina #usa #ucraina,True,2023-02-27,pos,0.3513155
attacco conflitto economia aiuti pace #biden #ucraina,True,2023-02-26,pos,0.8268643
economia attacco politica pace conflitto #nato #ucraina,False,2023-02-25,neg,0.7456841
aiuti attacco trattativa guerra conflitto #kiev #russia #ucraina,False,2023-02-27,neg,0.3761879
attacco economia trattativa politica conflitto #zelensky #ucraina #ucraina,False,2023-03-02,pos,0.9122604
attacco conflitto pace aiuti guerra #ucraina #ukraine #nato,False,2023-02-27,neg,0.9367157
pace aiuti politica attacco trattativa #ucraina #ucraina #ucraina,False,2023-02-27,neu,0.5097471
conflitto pace guerra politica trattativa #biden,False,2023-02-27,neu,0.9253759
guerra pace aiuti attacco economia #guerra #biden,False,2023-02-27,neg,0.5163455
politica conflitto attacco aiuti guerra #russia,True,2023-02-25,neg,0.6570778
conflitto trattativa attacco aiuti pace #zelensky,True,2023-02-26,neg,0.7694127
attacco conflitto politica aiuti trattativa #ucraina,False,2023-03-03,pos,0.3476795
guerra economia aiuti pace conflitto #zelensky #ucraina #guerra,False,2023-02-28,pos,0.6776609
economia conflitto pace aiuti trattativa #ucraina #zelensky,False,2023-02-27,neg,0.4355997
pace trattativa politica guerra attacco #nato,False,2023-02-27,neg,0.4533807
politica guerra attacco trattativa conflitto #zelensky #putin #ucraina,False,2023-02-27,neg,0.8958322
trattativa conflitto guerra pace politica #russia #russia #russia,True,2023-02-26,pos,0.3459031
trattativa conflitto economia attacco pace #ucraina #russia,False,2023-02-27,neg,0.7751292
conflitto pace attacco economia politica #zelensky #ucraina,False,2023-02-28,neg,0.4815803
economia conflitto attacco aiuti pace #russia #ucraina,True,2023-02-25,neg,0.4035028
trattativa pace guerra politica conflitto #zelensky #usa #ucraina,False,2023-03-01,neg,0.9341804
pace trattativa aiuti economia attacco #nato #russia #ucraina,False,2023-03-04,neg,0.3585769
aiuti conflitto pace attacco economia #putin #nato,True,2023-02-27,neg,0.7874647
aiuti conflitto economia pace attacco #ucraina,True,2023-03-04,pos,0.578047
trattativa aiuti politica attacco guerra #ucraina #ukraine,True,2023-02-27,neg,0.5698637
politica economia pace guerra attacco #ucraina #ucraina,True,2023-02-27,neg,0.4477184
pace economia conflitto politica trattativa #russia #putin #russia,True,2023-03-03,neg,0.6610689
aiuti politica attacco conflitto guerra #nato,True,2023-02-27,neu,0.8189725
conflitto aiuti guerra trattativa pace #russia #russia #ucraina,False,2023-03-01,neg,0.38843
pace aiuti conflitto attacco politica #ucraina,True,2023-03-03,pos,0.7448146
pace conflitto attacco economia trattativa #russia #ukraine #ukraine,False,2023-02-27,neg,0.7568163
aiuti pace attacco guerra trattativa #russia #biden,False,2023-02-27,neg,0.4609048
pace conflitto economia trattativa politica #zelensky,False,2023-02-27,neu,0.7332252
pace trattativa aiuti attacco politica #ucraina #ukraine,True,2023-02-27,neg,0.7099022
economia attacco politica guerra pace #russia #russia,True,2023-03-01,pos,0.7917808
aiuti economia trattativa attacco politica #ucraina #putin,False,2023-02-25,neg,0.7690914
politica attacco aiuti economia guerra #zelensky #nato,True,2023-02-27,neg,0.7128
politica conflitto aiuti economia attacco #ucraina,True,2023-02-25,pos,0.8531316
aiuti trattativa attacco conflitto pace #ucraina #putin #zelensky,False,2023-02-27,pos,0.8034906
conflitto politica attacco economia trattativa #ucraina #russia,False,2023-02-27,neu,0.8243432
attacco conflitto aiuti politica guerra #ukraine #nato,True,2023-02-27,neu,0.9651927
aiuti trattativa attacco guerra conflitto #putin,True,2023-03-03,pos,0.4421381
attacco economia politica trattativa aiuti #putin #zelensky #guerra,True,2023-03-01,neg,0.8685688
pace conflitto trattativa economia politica #ucraina #ucraina,False,2023-02-27,pos,0.7582984
economia politica attacco aiuti trattativa #ucraina #zelensky,False,2023-02-28,neg,0.9274008
conflitto trattativa attacco aiuti economia #russia #ucraina,True,2023-03-01,neu,0.4385274
aiuti guerra politica pace attacco #russia,False,2023-02-25,neg,0.4837075
trattativa aiuti conflitto pace guerra #ucraina #ucraina,True,2023-02-25,neu,0.8444418
economia conflitto pace aiuti politica #ucraina,True,2023-02-25,neg,0.8471657
economia politica aiuti guerra trattativa #ucraina,False,2023-02-27,neg,0.9446706
pace economia trattativa guerra attacco #ucraina #usa #ucraina,True,2023-03-03,neu,0.4184096
aiuti pace conflitto trattativa guerra #putin,False,2023-02-27,neg,0.7812917
trattativa guerra politica pace aiuti #nato #nato,True,2023-02-25,pos,0.5098549
trattativa economia attacco guerra aiuti #nato,True,2023-02-27,neu,0.6092571
conflitto attacco guerra aiuti economia #putin,False,2023-02-27,neg,0.4522504
politica economia pace trattativa aiuti #russia,True,2023-02-28,neg,0.4982603
politica conflitto guerra attacco aiuti #guerra,True,2023-02-27,neg,0.77609
aiuti guerra trattativa pace conflitto #nato #ucraina #russia,False,2023-03-01,neg,0.4022305
guerra conflitto trattativa aiuti attacco #putin #kiev,True,2023-03-01,neg,0.8797681
aiuti politica guerra economia pace #zelensky #putin,True,2023-03-01,neg,0.3411596
economia aiuti pace conflitto trattativa #kiev,True,2023-02-28,neg,0.7486642
economia politica attacco conflitto guerra #russia #guerra #putin,True,2023-02-25,neg,0.7893834
attacco politica guerra aiuti conflitto #russia #zelensky #ucraina,True,2023-02-25,neg,0.8631001
trattativa conflitto attacco guerra pace #russia,True,2023-02-27,neg,0.4929349
politica aiuti trattativa guerra conflitto #ucraina #biden #usa,True,2023-02-27,neg,0.7256543
attacco aiuti economia conflitto guerra #nato #usa #biden,True,2023-02-28,neg,0.5518546
aiuti guerra economia conflitto politica #ucraina #russia #ucraina,True,2023-03-04,neg,0.6825941
politica conflitto pace trattativa guerra #nato #russia #zelensky,True,2023-03-01,neg,0.4133331
pace conflitto attacco trattativa guerra #russia #biden #russia,True,2023-02-27,neg,0.5085205
conflitto attacco pace politica economia #ucraina #putin,True,2023-02-27,neg,0.866123
conflitto trattativa attacco pace politica #biden,True,2023-02-26,neg,0.5178772
economia pace aiuti trattativa guerra #russia #russia,True,2023-02-27,neg,0.3629557
aiuti politica trattativa conflitto pace #ucraina #ucraina,False,2023-02-25,neg,0.3416285
economia attacco trattativa conflitto politica #russia #russia,False,2023-03-01,pos,0.506386
economia guerra trattativa pace attacco #putin #usa #ucraina,True,2023-02-25,neu,0.419102
aiuti conflitto trattativa economia guerra #ucraina #russia,False,2023-02-27,neu,0.4281953
conflitto guerra trattativa politica attacco #russia #russia #russia,True,2023-03-03,neg,0.9672572
politica pace guerra economia conflitto #ucraina,True,2023-02-25,neu,0.8012395
trattativa pace politica guerra aiuti #ucraina #russia,False,2023-02-25,pos,0.7717545
guerra economia conflitto pace politica #ucraina #putin,True,2023-02-27,neu,0.9178457
trattativa attacco politica aiuti conflitto #nato,False,2023-02-28,neu,0.3590064
economia attacco guerra conflitto politica #nato,True,2023-02-25,neg,0.8191087
aiuti trattativa pace guerra attacco #ucraina,True,2023-03-02,neg,0.9388208
pace aiuti attacco guerra economia #guerra #russia #putin,False,2023-02-25,neg,0.471145
attacco economia guerra trattativa aiuti #usa #ucraina #ucraina,True,2023-03-02,neg,0.727236
trattativa politica guerra attacco aiuti #russia #russia #zelensky,True,2023-03-04,neg,0.957284
trattativa attacco economia aiuti guerra #ucraina,True,2023-02-28,neg,0.8129791
guerra trattativa aiuti pace politica #russia #ucraina,True,2023-02-27,neg,0.6119096
politica economia trattativa conflitto pace #putin #ucraina #ucraina,False,2023-03-01,neg,0.9152676
economia pace attacco aiuti trattativa #nato #putin,True,2023-02-27,neg,0.3403884
politica guerra aiuti trattativa conflitto #russia #russia,True,2023-03-03,neg,0.6303704
guerra politica conflitto attacco economia #nato #zelensky #putin,False,2023-03-02,neg,0.8053036
economia attacco aiuti trattativa guerra #ucraina #nato,True,2023-03-02,neg,0.5747643
attacco aiuti conflitto trattativa guerra #putin,False,2023-03-04,neg,0.3680942
economia aiuti conflitto trattativa attacco #putin #ukraine #ukraine,True,2023-03-03,neg,0.6277841
attacco pace trattativa conflitto guerra #zelensky #ucraina,False,2023-03-02,pos,0.6523369
attacco guerra trattativa conflitto aiuti #zelensky #ucraina,False,2023-02-27,neg,0.8214916
aiuti guerra pace politica attacco #ucraina,False,2023-03-01,neg,0.3954942
attacco pace guerra politica economia #putin #russia #ucraina,True,2023-03-01,neu,0.9170306
pace guerra trattativa economia attacco #ucraina #ucraina #russia,True,2023-02-25,neg,0.4155535
conflitto economia politica guerra trattativa #ucraina #biden #zelensky,False,2023-03-04,pos,0.9122897
trattativa pace attacco politica conflitto #guerra #ucraina,True,2023-02-25,neg,0.7990435
aiuti trattativa pace politica attacco #russia,True,2023-02-27,neu,0.8868676
aiuti attacco guerra economia conflitto #nato #putin #putin,False,2023-03-03,neg,0.6133148
conflitto attacco politica guerra pace #putin #ucraina #putin,False,2023-02-27,neg,0.6305413
guerra pace trattativa politica conflitto #zelensky #putin #russia,True,2023-03-04,neg,0.5740509
politica aiuti pace guerra conflitto #ucraina #biden,True,2023-02-26,neg,0.7426505
attacco economia guerra politica pace #putin #russia,True,2023-02-25,neu,0.3532134
economia guerra pace trattativa attacco #ucraina #nato #ucraina,True,2023-02-27,neg,0.6743461
economia guerra trattativa politica aiuti #russia #russia #russia,True,2023-02-28,neu,0.5720365
attacco conflitto aiuti politica pace #ukraine,False,2023-02-27,pos,0.5156696
guerra politica attacco pace trattativa #zelensky,True,2023-02-27,neg,0.8038142
pace attacco conflitto politica economia #ucraina #putin,True,2023-02-28,pos,0.4968754
attacco guerra conflitto economia pace #ucraina #putin #russia,False,2023-03-04,neg,0.3841454
aiuti trattativa pace conflitto attacco #nato #ucraina #russia,True,2023-02-25,pos,0.6187639
economia trattativa politica attacco aiuti #ucraina #zelensky #ucraina,False,2023-02-25,neu,0.9554241
attacco aiuti trattativa pace conflitto #nato #russia,True,2023-02-27,pos,0.6887668
aiuti economia trattativa attacco guerra #putin #russia,True,2023-03-02,neg,0.5525498
trattativa guerra conflitto aiuti economia #russia,True,2023-03-04,neg,0.3699282
attacco conflitto guerra economia trattativa #guerra #ucraina #russia,True,2023-03-01,neg,0.4463304
conflitto attacco politica aiuti economia #guerra #zelensky,False,2023-02-25,neg,0.8039818
guerra economia attacco aiuti conflitto #nato #ucraina,True,2023-02-27,neg,0.4007238
pace guerra attacco economia politica #putin #nato #ucraina,True,2023-02-27,neg,0.8770587
guerra aiuti trattativa pace economia #ucraina,True,2023-03-03,neg,0.3548334
aiuti economia attacco conflitto trattativa #russia #zelensky #putin,False,2023-03-02,neg,0.6926773
trattativa conflitto politica aiuti economia #ucraina #kiev #ucraina,True,2023-02-28,neg,0.5274545
guerra aiuti conflitto trattativa pace #ucraina #putin,True,2023-03-01,neg,0.9229465
politica guerra aiuti attacco conflitto #nato,True,2023-02-26,neg,0.9047508
attacco economia politica aiuti guerra #ucraina,True,2023-02-27,neg,0.410064
guerra politica conflitto economia aiuti #russia,True,2023-02-27,neu,0.9277205
politica conflitto economia guerra attacco #zelensky #ucraina #usa,False,2023-02-28,neg,0.7726337
pace trattativa conflitto politica economia #nato #biden,False,2023-02-28,neg,0.9123867
politica pace attacco guerra trattativa #ucraina #ucraina,True,2023-03-01,neu,0.4963638
politica pace trattativa conflitto guerra #russia #russia,True,2023-02-25,neg,0.6551674
guerra economia aiuti attacco politica #nato,True,2023-02-25,neg,0.3688485
pace conflitto politica trattativa attacco #ucraina #ukraine #ucraina,True,2023-03-04,neg,0.9221553
conflitto politica aiuti guerra economia #russia #putin #ucraina,True,2023-03-01,pos,0.7672274
pace guerra politica conflitto trattativa #guerra,True,2023-02-27,neg,0.8452639
attacco economia politica conflitto pace #russia #russia,False,2023-02-25,neg,0.5479902
pace economia trattativa aiuti guerra #ucraina #usa #nato,True,2023-02-27,neg,0.9414757
pace conflitto attacco aiuti politica #usa,True,2023-03-04,pos,0.6637753
pace politica aiuti trattativa attacco #nato #nato #ucraina,False,2023-03-01,neg,0.5351396
conflitto politica trattativa guerra attacco #ucraina #biden,True,2023-02-27,neu,0.3975175
economia attacco trattativa pace conflitto #ucraina #ucraina #russia,False,2023-02-27,neg,0.8117182
aiuti attacco politica conflitto guerra #ukraine,False,2023-02-27,pos,0.7088175
aiuti trattativa pace guerra attacco #ucraina,False,2023-02-28,neu,0.8111439
aiuti politica attacco conflitto economia #ucraina #guerra #ucraina,True,2023-02-25,neg,0.4611364
pace aiuti economia attacco trattativa #ucraina #russia,True,2023-03-04,neu,0.5787284
politica trattativa economia attacco conflitto #ucraina #putin,True,2023-02-25,neg,0.7181463
trattativa conflitto politica pace aiuti #ucraina,False,2023-03-01,neg,0.752689
trattativa politica conflitto aiuti guerra #kiev #ucraina #kiev,True,2023-02-27,neg,0.5168081
politica trattativa aiuti conflitto economia #ucraina #ucraina,False,2023-02-28,pos,0.9111824
attacco conflitto politica economia pace #zelensky #biden,True,2023-02-25,neg,0.3775723
pace aiuti attacco trattativa conflitto #ucraina #ucraina,True,2023-03-04,neg,0.8828249
attacco pace conflitto economia trattativa #zelensky,False,2023-02-27,neg,0.4591747
conflitto guerra aiuti attacco trattativa #ucraina,True,2023-02-27,neg,0.9268721
aiuti conflitto guerra politica attacco #ucraina,True,2023-02-25,pos,0.6294234
attacco economia politica pace guerra #zelensky #russia,True,2023-02-25,neg,0.4458345
pace economia attacco guerra trattativa #nato #zelensky,False,2023-03-01,neg,0.8990167
politica aiuti pace economia conflitto #zelensky #putin,True,2023-03-02,neg,0.6952486
economia aiuti guerra politica conflitto #ucraina #zelensky #russia,True,2023-03-01,neu,0.6797772
economia conflitto trattativa guerra pace #guerra,False,2023-03-02,pos,0.4721191
trattativa attacco pace guerra conflitto #ucraina,True,2023-02-27,neg,0.4957219
trattativa politica economia conflitto pace #putin #usa,True,2023-03-02,neg,0.6145488
pace attacco aiuti trattativa conflitto #ucraina,True,2023-02-27,neg,0.4404329
economia aiuti pace conflitto trattativa #ucraina #russia #usa,True,2023-02-27,neg,0.7059796
guerra aiuti politica economia pace #russia,True,2023-02-28,neg,0.9617809
trattativa politica attacco economia pace #nato,False,2023-03-01,neu,0.6260173
politica conflitto attacco guerra pace #russia,True,2023-02-27,neu,0.8371311
attacco trattativa economia guerra pace #ucraina,True,2023-03-02,neg,0.5230576
aiuti conflitto pace politica economia #ucraina,True,2023-03-03,neg,0.6696304
attacco aiuti pace guerra economia #zelensky #russia,False,2023-02-25,neu,0.6521376
trattativa economia attacco politica guerra #zelensky #putin,True,2023-02-27,neg,0.8139985
guerra conflitto pace trattativa economia #zelensky #zelensky,True,2023-02-25,neg,0.8294568
guerra attacco pace politica trattativa #putin #nato #ucraina,False,2023-03-04,neu,0.3497323
pace conflitto economia politica guerra #zelensky,True,2023-02-27,neg,0.9685907
pace trattativa guerra aiuti politica #ucraina #russia,True,2023-02-27,neg,0.9508932
politica economia trattativa aiuti conflitto #ucraina #russia,False,2023-02-27,neg,0.9368964
aiuti conflitto trattativa pace attacco #putin,True,2023-03-04,neg,0.3703422
guerra aiuti politica trattativa conflitto #biden #usa #ucraina,True,2023-02-27,neg,0.49057
trattativa aiuti pace guerra conflitto #ucraina #usa,False,2023-02-28,neu,0.4833982
aiuti guerra economia conflitto pace #zelensky #ukraine,True,2023-02-28,neg,0.9563692
pace trattativa politica aiuti economia #putin,True,2023-02-27,neg,0.700705
economia aiuti attacco politica guerra #nato,True,2023-02-25,neg,0.4576628
attacco economia trattativa conflitto pace #zelensky #biden #ucraina,False,2023-03-01,neu,0.7672733
conflitto economia aiuti politica attacco #ucraina,False,2023-03-04,neu,0.9587926
pace attacco aiuti trattativa guerra #ucraina #russia,True,2023-02-27,neg,0.714589
pace guerra economia aiuti conflitto #zelensky,False,2023-02-25,neg,0.7704721
conflitto guerra politica trattativa pace #russia #ucraina #ucraina,True,2023-02-25,neu,0.5387076
aiuti economia pace politica guerra #russia #nato,True,2023-02-28,neg,0.6871557
conflitto pace guerra attacco aiuti #ukraine,False,2023-02-27,neg,0.6801677
guerra aiuti conflitto politica pace #ucraina #ucraina #ucraina,True,2023-03-02,neg,0.7288151
conflitto guerra attacco trattativa pace #ucraina #ucraina,True,2023-02-25,neg,0.4533881
aiuti attacco guerra trattativa politica #nato #putin #ucraina,True,2023-02-28,neg,0.4710539
pace economia aiuti conflitto politica #zelensky #ucraina #ucraina,True,2023-02-27,neg,0.640499
politica attacco pace trattativa guerra #ucraina #ucraina,True,2023-03-03,neu,0.5009353
guerra conflitto pace economia attacco #putin #russia #ukraine,False,2023-03-04,neg,0.8432299
economia politica conflitto trattativa pace #zelensky #ucraina #nato,True,2023-02-27,neu,0.6519595
conflitto aiuti pace trattativa guerra #ucraina #nato #usa,False,2023-02-25,neg,0.4383603
trattativa politica aiuti economia conflitto #ucraina #zelensky #ucraina,True,2023-02-27,neg,0.8173923
attacco trattativa politica conflitto pace #ucraina,True,2023-02-25,neg,0.5164605
attacco politica aiuti trattativa guerra #ukraine,False,2023-02-25,neu,0.3507946
guerra pace conflitto attacco economia #putin #russia,True,2023-03-03,neu,0.3529109
pace guerra aiuti attacco economia #ucraina #putin,False,2023-03-01,neg,0.6427305
trattativa pace conflitto politica attacco #ucraina,False,2023-03-03,neg,0.3961527
pace guerra politica conflitto aiuti #putin #putin,True,2023-03-02,neg,0.6020237
aiuti politica trattativa guerra economia #usa #russia #russia,True,2023-02-27,neg,0.9307331
guerra trattativa conflitto attacco aiuti #zelensky,False,2023-03-01,neu,0.7329861
attacco trattativa guerra aiuti economia #ucraina #nato,False,2023-03-03,neu,0.3787416
attacco economia guerra pace trattativa #usa,True,2023-03-04,neg,0.41592
economia pace aiuti trattativa attacco #nato #ucraina,False,2023-02-25,pos,0.7283085
pace politica guerra trattativa attacco #nato #russia #ukraine,False,2023-02-28,pos,0.3378768
conflitto aiuti guerra economia trattativa #ucraina #ucraina #russia,True,2023-03-04,neu,0.6889789
pace economia attacco aiuti conflitto #nato #ucraina,True,2023-03-02,neg,0.7801462
aiuti economia pace guerra attacco #putin,True,2023-03-04,neg,0.8316691
politica aiuti economia trattativa attacco #nato,True,2023-03-01,neu,0.5246101
politica pace aiuti trattativa guerra #russia #ucraina,True,2023-03-03,neg,0.482679
guerra politica conflitto pace attacco #putin,True,2023-03-02,neg,0.6698575
pace economia attacco aiuti guerra #zelensky #zelensky #ucraina,True,2023-03-02,neg,0.3744899
conflitto aiuti pace economia guerra #ucraina #putin #ucraina,False,2023-02-27,neg,0.525441
conflitto trattativa attacco economia guerra #guerra #ucraina,True,2023-02-25,neg,0.8763693
economia guerra pace trattativa aiuti #ucraina #russia #ucraina,True,2023-02-27,neg,0.5325175
pace conflitto attacco politica trattativa #ucraina #russia,False,2023-02-25,neg,0.7849936
attacco guerra aiuti politica pace #putin #ucraina,False,2023-02-27,neu,0.570466
guerra politica pace attacco trattativa #guerra,False,2023-02-28,neg,0.9007235
politica guerra economia pace trattativa #russia #ucraina,True,2023-03-03,neg,0.4427249
aiuti politica guerra trattativa economia #russia #ucraina #ucraina,True,2023-03-01,neu,0.9578147
politica attacco aiuti pace trattativa #russia #russia #zelensky,True,2023-02-28,neg,0.7435908
pace politica aiuti economia guerra #ucraina #ucraina #biden,True,2023-02-27,neg,0.6072585
politica aiuti economia guerra conflitto #putin,True,2023-02-25,neg,0.3571134
trattativa conflitto politica pace guerra #putin,True,2023-03-03,neg,0.3998552
trattativa conflitto attacco guerra politica #nato,True,2023-02-27,neu,0.7473171
guerra trattativa attacco aiuti conflitto #ucraina #ucraina,True,2023-02-25,neg,0.8471441
economia pace politica guerra attacco #zelensky #ucraina,False,2023-02-27,neg,0.6059121
economia attacco guerra pace conflitto #putin,False,2023-02-25,neu,0.7027684
attacco aiuti guerra conflitto economia #ucraina #guerra #ucraina,False,2023-03-01,pos,0.3792029
trattativa politica economia pace guerra #russia #ucraina #russia,True,2023-02-25,neg,0.9547957
aiuti attacco economia politica guerra #russia #ucraina,True,2023-02-25,neg,0.8627337
conflitto economia pace guerra aiuti #ucraina,True,2023-02-25,neg,0.6052356
economia attacco aiuti pace guerra #nato #russia,False,2023-03-04,neg,0.4941693
guerra aiuti politica attacco economia #biden #putin #kiev,True,2023-02-27,neu,0.3846046
pace economia politica guerra conflitto #russia,True,2023-02-25,neg,0.4714217
pace conflitto attacco economia politica #zelensky #usa,True,2023-03-01,pos,0.4378211
conflitto attacco trattativa pace economia #biden #ucraina #zelensky,True,2023-02-27,pos,0.6700357
conflitto trattativa politica economia attacco #ucraina #ucraina,True,2023-03-02,neg,0.5091141
aiuti guerra trattativa politica economia #zelensky #ucraina #ucraina,False,2023-02-25,neg,0.8560409
