text,is_retweet,extractedts,sentiment,score
Tweet sintetico numero 100 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,pos,0.3362612
Tweet sintetico numero 101 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,neu,0.3426148
Tweet sintetico numero 102 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,neg,0.3489683
Tweet sintetico numero 103 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,pos,0.3553219
Tweet sintetico numero 104 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,neu,0.3616755
Tweet sintetico numero 105 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,neg,0.368029
Tweet sintetico numero 106 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,pos,0.3743826
Tweet sintetico numero 107 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,neu,0.3807361
Tweet sintetico numero 108 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,neg,0.3870897
Tweet sintetico numero 109 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,pos,0.3934433
Tweet sintetico numero 110 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,neu,0.3997968
Tweet sintetico numero 111 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,neg,0.4061504
Tweet sintetico numero 112 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,pos,0.412504
Tweet sintetico numero 113 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,neu,0.4188575
Tweet sintetico numero 114 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,neg,0.4252111
Tweet sintetico numero 115 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,pos,0.4315647
Tweet sintetico numero 116 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,neu,0.4379182
Tweet sintetico numero 117 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,neg,0.4442718
Tweet sintetico numero 118 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,pos,0.4506254
Tweet sintetico numero 119 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,neu,0.4569789
Tweet sintetico numero 120 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,neg,0.4633325
Tweet sintetico numero 121 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,pos,0.469686
Tweet sintetico numero 122 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,neu,0.4760396
Tweet sintetico numero 123 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,neg,0.4823932
Tweet sintetico numero 124 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,pos,0.4887467
Tweet sintetico numero 125 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,neu,0.4951003
Tweet sintetico numero 126 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,neg,0.5014539
Tweet sintetico numero 127 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,pos,0.5078074
Tweet sintetico numero 128 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,neu,0.514161
Tweet sintetico numero 129 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,neg,0.5205146
Tweet sintetico numero 130 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,pos,0.5268681
Tweet sintetico numero 131 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,neu,0.5332217
Tweet sintetico numero 132 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,neg,0.5395752
Tweet sintetico numero 133 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,pos,0.5459288
Tweet sintetico numero 134 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,neu,0.5522824
Tweet sintetico numero 135 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,neg,0.5586359
Tweet sintetico numero 136 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,pos,0.5649895
Tweet sintetico numero 137 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,neu,0.5713431
Tweet sintetico numero 138 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,neg,0.5776966
Tweet sintetico numero 139 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,pos,0.5840502
Tweet sintetico numero 140 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,neu,0.5904038
Tweet sintetico numero 141 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,neg,0.5967573
Tweet sintetico numero 142 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,pos,0.6031109
Tweet sintetico numero 143 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,neu,0.6094645
Tweet sintetico numero 144 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,neg,0.615818
Tweet sintetico numero 145 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,pos,0.6221716
Tweet sintetico numero 146 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,neu,0.6285251
Tweet sintetico numero 147 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,neg,0.6348787
Tweet sintetico numero 148 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,pos,0.6412323
Tweet sintetico numero 149 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,neu,0.6475858
Tweet sintetico numero 150 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,neg,0.6539394
Tweet sintetico numero 151 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,pos,0.660293
Tweet sintetico numero 152 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,neu,0.6666465
Tweet sintetico numero 153 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,neg,0.6730001
Tweet sintetico numero 154 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,pos,0.6793537
Tweet sintetico numero 155 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,neu,0.6857072
Tweet sintetico numero 156 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,neg,0.6920608
Tweet sintetico numero 157 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,pos,0.6984143
Tweet sintetico numero 158 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,neu,0.7047679
Tweet sintetico numero 159 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,neg,0.7111215
Tweet sintetico numero 160 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,pos,0.717475
Tweet sintetico numero 161 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,neu,0.7238286
Tweet sintetico numero 162 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,neg,0.7301822
Tweet sintetico numero 163 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,pos,0.7365357
Tweet sintetico numero 164 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,neu,0.7428893
Tweet sintetico numero 165 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,neg,0.7492429
Tweet sintetico numero 166 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,pos,0.7555964
Tweet sintetico numero 167 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,neu,0.76195
Tweet sintetico numero 168 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,neg,0.7683036
Tweet sintetico numero 169 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,pos,0.7746571
Tweet sintetico numero 170 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,neu,0.7810107
Tweet sintetico numero 171 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,neg,0.7873642
Tweet sintetico numero 172 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,pos,0.7937178
Tweet sintetico numero 173 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,neu,0.8000714
Tweet sintetico numero 174 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,neg,0.8064249
Tweet sintetico numero 175 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,pos,0.8127785
Tweet sintetico numero 176 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,neu,0.8191321
Tweet sintetico numero 177 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,neg,0.8254856
Tweet sintetico numero 178 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,pos,0.8318392
Tweet sintetico numero 179 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,neu,0.8381928
Tweet sintetico numero 180 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,neg,0.8445463
Tweet sintetico numero 181 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,pos,0.8508999
Tweet sintetico numero 182 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,neu,0.8572534
Tweet sintetico numero 183 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,neg,0.863607
Tweet sintetico numero 184 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,pos,0.8699606
Tweet sintetico numero 185 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,neu,0.8763141
Tweet sintetico numero 186 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,neg,0.8826677
Tweet sintetico numero 187 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,pos,0.8890213
Tweet sintetico numero 188 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,neu,0.8953748
Tweet sintetico numero 189 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,neg,0.9017284
Tweet sintetico numero 190 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,pos,0.908082
Tweet sintetico numero 191 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,neu,0.9144355
Tweet sintetico numero 192 sulla crisi Ucraina-Russia. #crisi,False,2023-02-25,neg,0.9207891
Tweet sintetico numero 193 sulla crisi Ucraina-Russia. #crisi,True,2023-02-26,pos,0.9271427
Tweet sintetico numero 194 sulla crisi Ucraina-Russia. #crisi,False,2023-02-27,neu,0.9334962
Tweet sintetico numero 195 sulla crisi Ucraina-Russia. #crisi,True,2023-02-28,neg,0.9398498
Tweet sintetico numero 196 sulla crisi Ucraina-Russia. #crisi,False,2023-02-29,pos,0.9462033
Tweet sintetico numero 197 sulla crisi Ucraina-Russia. #crisi,True,2023-02-30,neu,0.9525569
Tweet sintetico numero 198 sulla crisi Ucraina-Russia. #crisi,False,2023-02-31,neg,0.9589105
Tweet sintetico numero 199 sulla crisi Ucraina-Russia. #crisi,True,2023-02-32,pos,0.965264
Nuovo tweet sintetico numero 1 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,pos,0.3426148
Nuovo tweet sintetico numero 2 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neu,0.3489683
Nuovo tweet sintetico numero 3 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neg,0.3553219
Nuovo tweet sintetico numero 4 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,pos,0.3616755
Nuovo tweet sintetico numero 5 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neu,0.368029
Nuovo tweet sintetico numero 6 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neg,0.3743826
Nuovo tweet sintetico numero 7 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,pos,0.3807361
Nuovo tweet sintetico numero 8 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neu,0.3870897
Nuovo tweet sintetico numero 9 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neg,0.3934433
Nuovo tweet sintetico numero 10 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,pos,0.3997968
Nuovo tweet sintetico numero 11 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neu,0.4061504
Nuovo tweet sintetico numero 12 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neg,0.412504
Nuovo tweet sintetico numero 13 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,pos,0.4188575
Nuovo tweet sintetico numero 14 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neu,0.4252111
Nuovo tweet sintetico numero 15 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neg,0.4315647
Nuovo tweet sintetico numero 16 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,pos,0.4379182
Nuovo tweet sintetico numero 17 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neu,0.4442718
Nuovo tweet sintetico numero 18 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neg,0.4506254
Nuovo tweet sintetico numero 19 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,pos,0.4569789
Nuovo tweet sintetico numero 20 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neu,0.4633325
Nuovo tweet sintetico numero 21 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neg,0.469686
Nuovo tweet sintetico numero 22 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,pos,0.4760396
Nuovo tweet sintetico numero 23 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neu,0.4823932
Nuovo tweet sintetico numero 24 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neg,0.4887467
Nuovo tweet sintetico numero 25 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,pos,0.4951003
Nuovo tweet sintetico numero 26 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neu,0.5014539
Nuovo tweet sintetico numero 27 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neg,0.5078074
Nuovo tweet sintetico numero 28 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,pos,0.514161
Nuovo tweet sintetico numero 29 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neu,0.5205146
Nuovo tweet sintetico numero 30 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neg,0.5268681
Nuovo tweet sintetico numero 31 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,pos,0.5332217
Nuovo tweet sintetico numero 32 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neu,0.5395752
Nuovo tweet sintetico numero 33 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neg,0.5459288
Nuovo tweet sintetico numero 34 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,pos,0.5522824
Nuovo tweet sintetico numero 35 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neu,0.5586359
Nuovo tweet sintetico numero 36 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neg,0.5649895
Nuovo tweet sintetico numero 37 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,pos,0.5713431
Nuovo tweet sintetico numero 38 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neu,0.5776966
Nuovo tweet sintetico numero 39 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neg,0.5840502
Nuovo tweet sintetico numero 40 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,pos,0.5904038
Nuovo tweet sintetico numero 41 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neu,0.5967573
Nuovo tweet sintetico numero 42 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neg,0.6031109
Nuovo tweet sintetico numero 43 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,pos,0.6094645
Nuovo tweet sintetico numero 44 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neu,0.615818
Nuovo tweet sintetico numero 45 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neg,0.6221716
Nuovo tweet sintetico numero 46 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,pos,0.6285251
Nuovo tweet sintetico numero 47 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neu,0.6348787
Nuovo tweet sintetico numero 48 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neg,0.6412323
Nuovo tweet sintetico numero 49 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,pos,0.6475858
Nuovo tweet sintetico numero 50 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neu,0.6539394
Nuovo tweet sintetico numero 51 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neg,0.660293
Nuovo tweet sintetico numero 52 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,pos,0.6666465
Nuovo tweet sintetico numero 53 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neu,0.6730001
Nuovo tweet sintetico numero 54 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neg,0.6793537
Nuovo tweet sintetico numero 55 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,pos,0.6857072
Nuovo tweet sintetico numero 56 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neu,0.6920608
Nuovo tweet sintetico numero 57 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neg,0.6984143
Nuovo tweet sintetico numero 58 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,pos,0.7047679
Nuovo tweet sintetico numero 59 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neu,0.7111215
Nuovo tweet sintetico numero 60 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neg,0.717475
Nuovo tweet sintetico numero 61 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,pos,0.7238286
Nuovo tweet sintetico numero 62 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neu,0.7301822
Nuovo tweet sintetico numero 63 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neg,0.7365357
Nuovo tweet sintetico numero 64 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,pos,0.7428893
Nuovo tweet sintetico numero 65 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neu,0.7492429
Nuovo tweet sintetico numero 66 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neg,0.7555964
Nuovo tweet sintetico numero 67 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,pos,0.76195
Nuovo tweet sintetico numero 68 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neu,0.7683036
Nuovo tweet sintetico numero 69 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neg,0.7746571
Nuovo tweet sintetico numero 70 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,pos,0.7810107
Nuovo tweet sintetico numero 71 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neu,0.7873642
Nuovo tweet sintetico numero 72 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neg,0.7937178
Nuovo tweet sintetico numero 73 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,pos,0.8000714
Nuovo tweet sintetico numero 74 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neu,0.8064249
Nuovo tweet sintetico numero 75 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neg,0.8127785
Nuovo tweet sintetico numero 76 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,pos,0.8191321
Nuovo tweet sintetico numero 77 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neu,0.8254856
Nuovo tweet sintetico numero 78 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neg,0.8318392
Nuovo tweet sintetico numero 79 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,pos,0.8381928
Nuovo tweet sintetico numero 80 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neu,0.8445463
Nuovo tweet sintetico numero 81 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neg,0.8508999
Nuovo tweet sintetico numero 82 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,pos,0.8572534
Nuovo tweet sintetico numero 83 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neu,0.863607
Nuovo tweet sintetico numero 84 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neg,0.8699606
Nuovo tweet sintetico numero 85 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,pos,0.8763141
Nuovo tweet sintetico numero 86 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neu,0.8826677
Nuovo tweet sintetico numero 87 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neg,0.8890213
Nuovo tweet sintetico numero 88 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,pos,0.8953748
Nuovo tweet sintetico numero 89 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neu,0.9017284
Nuovo tweet sintetico numero 90 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neg,0.908082
Nuovo tweet sintetico numero 91 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,pos,0.9144355
Nuovo tweet sintetico numero 92 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neu,0.9207891
Nuovo tweet sintetico numero 93 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neg,0.9271427
Nuovo tweet sintetico numero 94 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,pos,0.9334962
Nuovo tweet sintetico numero 95 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neu,0.9398498
Nuovo tweet sintetico numero 96 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neg,0.9462033
Nuovo tweet sintetico numero 97 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,pos,0.9525569
Nuovo tweet sintetico numero 98 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neu,0.9589105
Nuovo tweet sintetico numero 99 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neg,0.965264
Nuovo tweet sintetico numero 100 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,pos,0.3362612
Nuovo tweet sintetico numero 101 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neu,0.3426148
Nuovo tweet sintetico numero 102 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neg,0.3489683
Nuovo tweet sintetico numero 103 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,pos,0.3553219
Nuovo tweet sintetico numero 104 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neu,0.3616755
Nuovo tweet sintetico numero 105 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neg,0.368029
Nuovo tweet sintetico numero 106 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,pos,0.3743826
Nuovo tweet sintetico numero 107 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neu,0.3807361
Nuovo tweet sintetico numero 108 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neg,0.3870897
Nuovo tweet sintetico numero 109 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,pos,0.3934433
Nuovo tweet sintetico numero 110 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neu,0.3997968
Nuovo tweet sintetico numero 111 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neg,0.4061504
Nuovo tweet sintetico numero 112 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,pos,0.412504
Nuovo tweet sintetico numero 113 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neu,0.4188575
Nuovo tweet sintetico numero 114 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neg,0.4252111
Nuovo tweet sintetico numero 115 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,pos,0.4315647
Nuovo tweet sintetico numero 116 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neu,0.4379182
Nuovo tweet sintetico numero 117 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neg,0.4442718
Nuovo tweet sintetico numero 118 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,pos,0.4506254
Nuovo tweet sintetico numero 119 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neu,0.4569789
Nuovo tweet sintetico numero 120 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neg,0.4633325
Nuovo tweet sintetico numero 121 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,pos,0.469686
Nuovo tweet sintetico numero 122 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neu,0.4760396
Nuovo tweet sintetico numero 123 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neg,0.4823932
Nuovo tweet sintetico numero 124 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,pos,0.4887467
Nuovo tweet sintetico numero 125 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neu,0.4951003
Nuovo tweet sintetico numero 126 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neg,0.5014539
Nuovo tweet sintetico numero 127 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,pos,0.5078074
Nuovo tweet sintetico numero 128 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neu,0.514161
Nuovo tweet sintetico numero 129 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neg,0.5205146
Nuovo tweet sintetico numero 130 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,pos,0.5268681
Nuovo tweet sintetico numero 131 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neu,0.5332217
Nuovo tweet sintetico numero 132 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neg,0.5395752
Nuovo tweet sintetico numero 133 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,pos,0.5459288
Nuovo tweet sintetico numero 134 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neu,0.5522824
Nuovo tweet sintetico numero 135 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neg,0.5586359
Nuovo tweet sintetico numero 136 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,pos,0.5649895
Nuovo tweet sintetico numero 137 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neu,0.5713431
Nuovo tweet sintetico numero 138 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neg,0.5776966
Nuovo tweet sintetico numero 139 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,pos,0.5840502
Nuovo tweet sintetico numero 140 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neu,0.5904038
Nuovo tweet sintetico numero 141 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neg,0.5967573
Nuovo tweet sintetico numero 142 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,pos,0.6031109
Nuovo tweet sintetico numero 143 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neu,0.6094645
Nuovo tweet sintetico numero 144 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neg,0.615818
